 Niter                routsh                   vsh                evelsh                tempsh                denssh                vgamma     nlc   nvis2     ncp  nt3amp nvisamp nvisphi    nsed    nspe  ntotal          chi2lc        chi2vis2          chi2cp       chi2t3amp      chi2visamp      chi2visphi         chi2sed         chi2spe       chi2total        r_chi2lc      r_chi2vis2        r_chi2cp     r_chi2t3amp    r_chi2visamp    r_chi2visphi       r_chi2sed       r_chi2spe     r_chi2total
   292     36.22805729078801     457.1674321287194     1.298937542650337                 10000 2.206791575436881e-13     75.77140462995749       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.37917       170.37917               0               0               0               0               0               0               0      0.85189584      0.85189584
   293     37.13015298360822      459.749692709585     1.299463801009012     9973.191596491924 2.211880252258392e-13     76.81764733599454       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.78717       170.78717               0               0               0               0               0               0               0      0.85393587      0.85393587
   294     35.80353845270133     457.5049060855425     1.299304626486183     9993.067464686948 2.216147611481878e-13     76.09379975234647       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.57225       170.57225               0               0               0               0               0               0               0      0.85286127      0.85286127
   295     36.25974377911979     457.1133587602886     1.299105201819961     9970.573505472861 2.198770576308363e-13     76.35926129231301       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.47048       170.47048               0               0               0               0               0               0               0      0.85235241      0.85235241
   296     36.38685595151797     460.0024056689418     1.299027532167729     9988.540432847858 2.205563139472431e-13      76.9105249318541       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.37825       170.37825               0               0               0               0               0               0               0      0.85189125      0.85189125
   297     36.54872362328345     461.8524712898076     1.298798853561788     9993.226558853303 2.200903082762775e-13     77.43136833012157       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.48193       170.48193               0               0               0               0               0               0               0      0.85240963      0.85240963
   298     35.72971697723144     458.3732808832704     1.298922324928446                 10000 2.206514224042813e-13     75.56791527611071       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.45667       170.45667               0               0               0               0               0               0               0      0.85228336      0.85228336
   299      36.3718606657075       455.75206221512      1.29892050357667                 10000 2.210125560313292e-13     75.48876565976684       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.56812       170.56812               0               0               0               0               0               0               0       0.8528406       0.8528406
   300     36.68626593456419     458.0589721815397     1.298806874996171     9993.303848086623 2.199770585581576e-13      75.9967917150414       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.32521       170.32521               0               0               0               0               0               0               0      0.85162606      0.85162606
   301     37.12762967549562     458.3360052295383     1.298557999251164     9993.422039786461 2.191582072631425e-13     75.94828769638886       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.33913       170.33913               0               0               0               0               0               0               0      0.85169564      0.85169564
   302     36.22274547784359     460.5807860407688     1.299153121712183     9984.139262135781 2.202340978506257e-13     76.77116782604585       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.40646       170.40646               0               0               0               0               0               0               0       0.8520323       0.8520323
   303     36.01128330625643     458.8156500762696     1.298562800121025     9978.852349514375 2.186594177499522e-13     76.28511927827938       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.30033       170.30033               0               0               0               0               0               0               0      0.85150165      0.85150165
   304      35.7703357106687     459.0819275419511     1.298133500529579     9968.278524271562 2.169896508440991e-13     76.34072761133835       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.43245       170.43245               0               0               0               0               0               0               0      0.85216225      0.85216225
   305     36.16189786694741      460.552816899548      1.29869819703867                 10000 2.203754317204797e-13     76.07504659344995       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.3963        170.3963               0               0               0               0               0               0               0      0.85198148      0.85198148
   306     36.83598496540775      460.019406781992     1.298806364633593     9981.611964194879 2.195090700524341e-13     77.03543638209865       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.33365       170.33365               0               0               0               0               0               0               0      0.85166826      0.85166826
   307       36.547369627317     457.6247752049011     1.298459982156991      9996.63026941213 2.196847186733592e-13     75.92027335084779       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.3046        170.3046               0               0               0               0               0               0               0        0.851523        0.851523
   308     36.73670782500302     456.6767304479064     1.298835501869946     9979.646288018619 2.193131471211317e-13     76.56480350257628       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.3981        170.3981               0               0               0               0               0               0               0      0.85199048      0.85199048
   309     36.30560035646131     459.5837952866376     1.298732523246489     9994.911572004654 2.201098605706427e-13     76.19748582073154       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.30193       170.30193               0               0               0               0               0               0               0      0.85150963      0.85150963
   310     36.69639608972019     460.8675696047079     1.298527816456995     9977.950145353505 2.188196556402415e-13     77.01047252966012       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.36033       170.36033               0               0               0               0               0               0               0      0.85180166      0.85180166
   311     36.64077747505765     458.3209840430742     1.298271255036025     9985.879616674192 2.183636131343526e-13     75.90466809369886       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.30571       170.30571               0               0               0               0               0               0               0      0.85152855      0.85152855
   312     36.31269779863458     456.6069582534302     1.298685450273102     9999.113061275442 2.199482572727246e-13     75.43611901723909       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.41275       170.41275               0               0               0               0               0               0               0      0.85206374      0.85206374
   313     36.60047151694879     459.8024167668885     1.298567224911022     9983.240874333989 2.191018060483623e-13     76.61688415155487       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.27219       170.27219               0               0               0               0               0               0               0      0.85136094      0.85136094
   314     36.09460444012736     457.3827910711115     1.298327188855648      9995.99421248044  2.19123088192508e-13     75.27163775461929       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.41317       170.41317               0               0               0               0               0               0               0      0.85206586      0.85206586
   315     36.65063983408766     459.3602528542718     1.298686570689106     9985.207526266269 2.194125745874526e-13     76.59448672522882       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.26644       170.26644               0               0               0               0               0               0               0      0.85133222      0.85133222
   316      36.2324481041454      459.776985895808     1.298286577057382      9981.60355464858 2.184669383632162e-13     76.50951409173901       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25491       170.25491               0               0               0               0               0               0               0      0.85127457      0.85127457
   317     36.00553918893601     460.6359927529421     1.298026428087988     9975.753407929558 2.177118782657455e-13     76.76587528008781       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.3376        170.3376               0               0               0               0               0               0               0      0.85168802      0.85168802
   318     36.14182677334787     460.0003079851846     1.298827304357981      9987.60243205247 2.201148255299757e-13     76.80325304576164       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.3397        170.3397               0               0               0               0               0               0               0      0.85169851      0.85169851
   319     36.51603979963021     458.7408150286018     1.298410267366514     9986.310320518762 2.188014162332584e-13     76.12931433171455       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.26267       170.26267               0               0               0               0               0               0               0      0.85131333      0.85131333
   320     36.22479134519294     461.0685300979247     1.298622005640188     9973.411796350079 2.184992858442689e-13     76.85732811556827       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.36313       170.36313               0               0               0               0               0               0               0      0.85181566      0.85181566
   321     36.46672505678598      458.485713928157      1.29850048802779     9990.825651146617 2.193883604660866e-13     76.15453704202791       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25992       170.25992               0               0               0               0               0               0               0      0.85129962      0.85129962
   322     36.52026884949018     458.7434828966947     1.298272119477792     9973.768520138212 2.178336439121335e-13     76.56579938611665       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.28061       170.28061               0               0               0               0               0               0               0      0.85140306      0.85140306
   323     36.98424774743962     459.4875723805375     1.298344949055511     9988.133132836432 2.190088287868843e-13     76.57172596451457       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.28687       170.28687               0               0               0               0               0               0               0      0.85143435      0.85143435
   324     36.74100663714383     459.3195918044705     1.298399411821889     9985.812937005918 2.189214760276513e-13     76.50007429295577       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25723       170.25723               0               0               0               0               0               0               0      0.85128614      0.85128614
   325     36.54884146675711     459.7517758627047      1.29867806048011     9997.231767835168 2.201972133298757e-13     76.26913749229033       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.31129       170.31129               0               0               0               0               0               0               0      0.85155644      0.85155644
   326     36.52741200380692     458.9955561381972     1.298373604728371     9979.634332062451  2.18424536266569e-13     76.49163391266006       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25272       170.25272               0               0               0               0               0               0               0       0.8512636       0.8512636
   327     36.44428562825121     458.4238884496137     1.298318414985996     9986.557232882211 2.187032945997158e-13      76.1763026472205       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25565       170.25565               0               0               0               0               0               0               0      0.85127827      0.85127827
   328     36.32533257583351     458.5539308940108     1.298076350640208     9985.040483155244 2.181560993980465e-13     76.05930538087711       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.27841       170.27841               0               0               0               0               0               0               0      0.85139203      0.85139203
   329     36.56931301952412     459.1586723642066     1.298534015676882     9985.165765488513 2.190984557901011e-13     76.46069138914089       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25151       170.25151               0               0               0               0               0               0               0      0.85125756      0.85125756
   330      36.4776903502556     459.3126544982158     1.298393903399589     9983.556170559332 2.188662709378549e-13      76.6349367935335       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.23751       170.23751               0               0               0               0               0               0               0      0.85118754      0.85118754
   331      36.4585156255683     459.5985742330228     1.298385721416127     9982.179095579617 2.188986982901532e-13     76.88774802444297       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.2449        170.2449               0               0               0               0               0               0               0      0.85122449      0.85122449
   332     36.53066019092304     459.8434024553469     1.298268154528913     9976.617679735718 2.181052968622828e-13     76.76984733372198       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25853       170.25853               0               0               0               0               0               0               0      0.85129265      0.85129265
   333     36.51467640738878     459.5039803235494     1.298326237903632     9980.169672588443 2.184260627632337e-13     76.61601976079847       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.24447       170.24447               0               0               0               0               0               0               0      0.85122235      0.85122235
   334     36.18093520064684     459.0709874187263     1.298344839428728     9979.749305737259 2.184070435459123e-13     76.46295857207501       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.25898       170.25898               0               0               0               0               0               0               0      0.85129488      0.85129488
   335     36.60098877801958     459.2574407080344     1.298385768723599     9984.297029188754 2.187928679072165e-13     76.49079536273558       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.24617       170.24617               0               0               0               0               0               0               0      0.85123087      0.85123087
   336      36.5298905927956       460.24454152639     1.298448287510489     9978.251608629811 2.186550827430147e-13     76.89156112298198       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.28428       170.28428               0               0               0               0               0               0               0      0.85142142      0.85142142
   337     36.46568686938731     458.8790517188078     1.298350883117119     9984.480826819112 2.186912416355405e-13     76.35511726616087       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.24385       170.24385               0               0               0               0               0               0               0      0.85121923      0.85121923
   338     36.81947437198203     458.5921326878624     1.298501560792348     9984.164377586952 2.189662067369557e-13     76.50688406993741       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.27201       170.27201               0               0               0               0               0               0               0      0.85136006      0.85136006
   339     36.37920467110456     459.4807725938216     1.298340322991124     9982.243760383173 2.185917554566511e-13      76.5088565862886       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.24186       170.24186               0               0               0               0               0               0               0      0.85120929      0.85120929
   340      36.4751080280864     459.5353012640148     1.298403439208944     9987.003409613324 2.190643485636303e-13      76.5305051402259       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.23742       170.23742               0               0               0               0               0               0               0      0.85118709      0.85118709
   341     36.44895604022614     459.8051738269236      1.29841835644923     9990.687948388761 2.193842547121609e-13     76.54994075400882       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.2459        170.2459               0               0               0               0               0               0               0      0.85122952      0.85122952
   342     36.40180534855662      459.497728004608     1.298199502771121     9982.084524228863  2.18379059964608e-13     76.58471891410676       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.23666       170.23666               0               0               0               0               0               0               0      0.85118329      0.85118329
   343     36.31805151307287     459.6672558248087      1.29803224631824     9980.543903599038 2.180193620518614e-13     76.64673267658969       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.24577       170.24577               0               0               0               0               0               0               0      0.85122884      0.85122884
   344      36.3037351135735     459.4790554263047     1.298285661073577     9982.215758875325  2.18546711866623e-13     76.58592279096911       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.23984       170.23984               0               0               0               0               0               0               0      0.85119921      0.85119921
   345     36.31973371959921     459.2242075117082     1.298331666283526      9987.02514423793 2.189537333784022e-13     76.45066606962978       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.2319        170.2319               0               0               0               0               0               0               0      0.85115948      0.85115948
   346     36.22226237570443     459.0843211057876     1.298334380473473     9990.452880062674 2.192175686859864e-13     76.36798922404543       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.23527       170.23527               0               0               0               0               0               0               0      0.85117637      0.85117637
   347     36.32007220767132     459.9641880474165     1.298300615458841     9983.562095813533 2.187760517537159e-13     76.74341816542366       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.24896       170.24896               0               0               0               0               0               0               0      0.85124482      0.85124482
   348     36.42928320395831       459.15033580096      1.29833831620255     9984.251144067717 2.187124441650844e-13     76.45219249097657       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.23702       170.23702               0               0               0               0               0               0               0      0.85118512      0.85118512
   349     36.42324725023865     459.2523215747822     1.298310506655312     9986.468290144321 2.189157675020832e-13     76.57079081352526       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.22692       170.22692               0               0               0               0               0               0               0      0.85113461      0.85113461
   350     36.44526853980569     459.1380960652625     1.298295598487405     9988.580555024895 2.190777735247992e-13     76.60175792714359       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.22046       170.22046               0               0               0               0               0               0               0      0.85110229      0.85110229
   351     36.54589461651378     459.1403856219516     1.298368481044134     9988.617890368696 2.191378316448367e-13     76.49900298756958       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.23406       170.23406               0               0               0               0               0               0               0      0.85117029      0.85117029
   352     36.39467413525107     459.2493635912858     1.298251764599637      9988.96471862114 2.189087928092653e-13     76.40467771635058       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.22316       170.22316               0               0               0               0               0               0               0      0.85111581      0.85111581
   353      36.3704451598085     458.9314042679105     1.298191670587181     9986.171249236424 2.186588632653683e-13     76.46716689503307       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.22647       170.22647               0               0               0               0               0               0               0      0.85113234      0.85113234
   354     36.39665730255331     459.2433925532823     1.298207911721785     9989.563549838263 2.189929073640088e-13     76.55047101230123       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.2159        170.2159               0               0               0               0               0               0               0       0.8510795       0.8510795
   355     36.38034435185081     459.2899209294435     1.298142709481402     9992.219752723537 2.191331389634711e-13     76.59961027296356       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.20971       170.20971               0               0               0               0               0               0               0      0.85104856      0.85104856
   356     36.41698149238638     458.8267313245794     1.298327794056641     9995.108579175343  2.19577651230773e-13     76.42290837545664       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.22292       170.22292               0               0               0               0               0               0               0      0.85111459      0.85111459
   357     36.22992118305343     459.0795222747785     1.298145253454464     9990.738775971058 2.189654860791897e-13      76.4832594312895       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.21843       170.21843               0               0               0               0               0               0               0      0.85109216      0.85109216
   358     36.42614456778608     458.9474719727119     1.298119930605384     9993.569399346205 2.191535019125533e-13     76.54246080311587       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.20284       170.20284               0               0               0               0               0               0               0      0.85101422      0.85101422
   359     36.47934999187952     458.8091042032138     1.298014062766313     9996.841526900342 2.192533861796289e-13     76.58835816985892       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1915        170.1915               0               0               0               0               0               0               0      0.85095752      0.85095752
   360     36.41173473826714     459.1995085282772     1.298200723694774     9997.980053569016 2.196465463303407e-13     76.56635706932119       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.20859       170.20859               0               0               0               0               0               0               0      0.85104296      0.85104296
   361     36.39319263049659     458.8649308505659     1.298123616047362      9998.19169583359 2.196425346268022e-13     76.68273936566057       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19869       170.19869               0               0               0               0               0               0               0      0.85099343      0.85099343
   362     36.36295565273134     459.3002962926009     1.297979527253932     9993.075540832135 2.189953040039709e-13     76.75111903662247       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19212       170.19212               0               0               0               0               0               0               0      0.85096058      0.85096058
   363     36.30723097628725     459.0429982943642     1.297906365745344                 10000 2.194676918696686e-13     76.62205652142846       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19244       170.19244               0               0               0               0               0               0               0      0.85096222      0.85096222
   364     36.54834826411744     459.0893974247101     1.297977081541912                 10000 2.197473812454378e-13     76.78682071399552       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.21898       170.21898               0               0               0               0               0               0               0      0.85109492      0.85109492
   365     36.30952795331943     459.0819910622614     1.298103210476326     9993.561768807082 2.191609598707517e-13       76.559149751966       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.20391       170.20391               0               0               0               0               0               0               0      0.85101956      0.85101956
   366     36.37431962914295     458.8096888143176     1.297966459179948                 10000 2.195890019969166e-13     76.65698303198897       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19515       170.19515               0               0               0               0               0               0               0      0.85097574      0.85097574
   367      36.3304575396852     458.7701613108306     1.297830356794968     9995.910123888698 2.190564131855722e-13     76.72044488985395       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19038       170.19038               0               0               0               0               0               0               0      0.85095188      0.85095188
   368     36.28981894039423     458.5554877021073     1.297645173345064     9994.875159048539 2.187613466131879e-13     76.79748880012033       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1967        170.1967               0               0               0               0               0               0               0      0.85098351      0.85098351
   369     36.43964085342152     458.7837355263696     1.297836918786297                 10000 2.195071507501014e-13     76.78141725317175       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19582       170.19582               0               0               0               0               0               0               0      0.85097909      0.85097909
   370     36.37145891721934     458.9737306299996     1.297720947461571     9997.084034706797 2.189804480351506e-13     76.69072026864761       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18417       170.18417               0               0               0               0               0               0               0      0.85092085      0.85092085
   371     36.36059206058072     459.0281305197165     1.297519613168676     9996.530204143401 2.186494047393248e-13     76.69471072014113       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18535       170.18535               0               0               0               0               0               0               0      0.85092674      0.85092674
   372       36.302283382227     459.1182576554061     1.297968987614395     9994.303742109321 2.189402643402012e-13     76.56181005296173       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19108       170.19108               0               0               0               0               0               0               0      0.85095539      0.85095539
   373     36.34359252420028     459.1951606478208     1.297840290032227     9992.404989479095 2.186421672078142e-13     76.65451994780207       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1895        170.1895               0               0               0               0               0               0               0      0.85094751      0.85094751
   374     36.42280169302698     459.0125719522599     1.297878358229125     9989.873319305458 2.184883024477774e-13     76.70026760048712       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1975        170.1975               0               0               0               0               0               0               0      0.85098752      0.85098752
   375     36.33612365547218     459.0353917088381     1.297899363866289     9997.468329826364 2.192228445141958e-13     76.64160929119313       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18901       170.18901               0               0               0               0               0               0               0      0.85094503      0.85094503
   376     36.35813301749648     458.6669724261019     1.297778475591322     9998.262041471404 2.190365371502167e-13     76.53470183681665       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0         170.187         170.187               0               0               0               0               0               0               0      0.85093502      0.85093502
   377     36.20133302022064     459.1107872564519     1.297665411020611     9994.969560260219 2.187061719647546e-13      76.6795772592328       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19645       170.19645               0               0               0               0               0               0               0      0.85098226      0.85098226
   378      36.4098457489648     458.8845249665233     1.297926899829887     9996.373535240311 2.191165826259103e-13     76.61116294220238       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1885        170.1885               0               0               0               0               0               0               0      0.85094251      0.85094251
   379     36.41425375211909     458.7237229079653     1.297696456911027     9998.197276094899 2.190780665660854e-13     76.72257633921018       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18654       170.18654               0               0               0               0               0               0               0      0.85093269      0.85093269
   380     36.41401166547219      459.056339784919     1.297790454435807     9997.353278384257 2.189691355142188e-13     76.56465198543671       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18373       170.18373               0               0               0               0               0               0               0      0.85091863      0.85091863
   381     36.45578872836568     459.1994290219632     1.297770503256226     9998.074855632036 2.189254966785421e-13     76.48675553322809       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18486       170.18486               0               0               0               0               0               0               0       0.8509243       0.8509243
   382     36.42434972804774     458.5850668269617     1.297763909333074                 10000  2.19492370927445e-13     76.60062094003348       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.21579       170.21579               0               0               0               0               0               0               0      0.85107895      0.85107895
