#               ucoord              vcoord                 hjd            eff_wave            vis2data             vis2err             vis2syn                chi2
 -1.160201330000e+02  -5.707631510000e+01   2.458656664511e+06   2.446300980000e-06   8.394240180000e-01   5.486968900000e-02   7.830598950386e-01   1.055213916210e+00
 -1.162262150000e+02  -5.005759760000e+01   2.458656687622e+06   2.448546870000e-06   8.475930420000e-01   4.956170310000e-02   7.903682589531e-01   1.333140328101e+00
 -1.141954760000e+02  -4.362899330000e+01   2.458656708981e+06   2.420071440000e-06   7.512578150000e-01   9.383820470000e-02   7.975533604622e-01   2.433991348101e-01
 -1.135593210000e+02  -4.231741330000e+01   2.458656713386e+06   2.430183800000e-06   7.779884140000e-01   8.066906070000e-02   8.018795847893e-01   8.771237399155e-02
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.170591640000e-06   7.363232470000e-01   1.899082810000e-02   7.796182036400e-01   5.197408025723e+00
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.194604410000e-06   7.342235140000e-01   3.291861740000e-02   7.837869524956e-01   2.266938215612e+00
 -1.036101810000e+02  -7.502642750000e+01   2.458656602753e+06   2.233871340000e-06   7.395591620000e-01   3.781041170000e-02   7.668431997299e-01   5.207082641573e-01
 -1.036101810000e+02  -7.502642740000e+01   2.458656602753e+06   2.258290650000e-06   7.428992510000e-01   2.895062570000e-02   7.711906433105e-01   9.549766067686e-01
 -1.083069610000e+02  -7.071636270000e+01   2.458656618297e+06   2.354652200000e-06   7.736891570000e-01   2.862019850000e-02   7.691413164139e-01   2.525022097211e-02
 -1.105319470000e+02  -6.816999300000e+01   2.458656627197e+06   2.384306300000e-06   7.945652550000e-01   2.968449450000e-02   7.724984288216e-01   5.526121544048e-01
 -1.105319470000e+02  -6.816999300000e+01   2.458656627197e+06   2.410631820000e-06   7.816265050000e-01   5.934098710000e-02   7.768162488937e-01   6.570930392537e-03
 -1.135593210000e+02  -4.231741330000e+01   2.458656713386e+06   2.446168870000e-06   7.598636050000e-01   8.261811760000e-02   8.041777014732e-01   2.876955910779e-01
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.226513320000e-06   7.397900340000e-01   4.250609990000e-02   7.682396173477e-01   4.479703845833e-01
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.251081300000e-06   7.516198270000e-01   3.387796940000e-02   7.726055979729e-01   3.837206000927e-01
 -1.036101810000e+02  -7.502642750000e+01   2.458656602753e+06   2.292755670000e-06   7.460201010000e-01   6.734833330000e-02   7.771346569061e-01   2.134388677805e-01
 -1.036101810000e+02  -7.502642750000e+01   2.458656602753e+06   2.318420450000e-06   7.330931080000e-01   3.086917970000e-02   7.671684026718e-01   1.218509901106e+00
 -1.083069610000e+02  -7.071636270000e+01   2.458656618297e+06   2.388825480000e-06   7.787917920000e-01   2.964467890000e-02   7.748630046844e-01   1.756400438059e-02
 -1.083069610000e+02  -7.071636270000e+01   2.458656618297e+06   2.415519820000e-06   7.666149270000e-01   3.730265910000e-02   7.791942954063e-01   1.137203243948e-01
 -1.105319470000e+02  -6.816999300000e+01   2.458656627197e+06   2.439695580000e-06   7.977212450000e-01   4.507357730000e-02   7.814499139786e-01   1.303173096787e-01
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.284140950000e-06   7.472741660000e-01   4.088999860000e-02   7.782997488976e-01   5.757125646990e-01
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.310361860000e-06   7.504430660000e-01   2.857654420000e-02   7.685040235519e-01   3.994497265681e-01
 -1.036101810000e+02  -7.502642750000e+01   2.458656602753e+06   2.354918980000e-06   7.268502440000e-01   2.985506020000e-02   7.734101414680e-01   2.432137522848e+00
