#                  hjd            eff_wave            eff_band                flux               error             fluxsyn             dataset               phase                chi2
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   8.964754947202e-06   2.975033850367e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.418167514362e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.195406553340e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.077279486332e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   4.926263402201e-06   1.432423698131e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   2.801249888657e+05
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   8.964754947202e-06   2.975033850367e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.418167514362e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   8.964754947202e-06   2.975033850367e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.418167514362e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   8.964754947202e-06   2.975033850367e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.418167514362e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   7.043443579752e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   6.720445065851e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.333691381923e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   5.192493817370e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.333691381923e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   5.192493817370e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   7.043443579752e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   6.720445065851e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   7.043443579752e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   6.720445065851e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   4.314796761108e-06   1.408688715950e-08   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.284072631730e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.333691381923e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   5.192493817370e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.245091941521e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   5.688902657029e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.333691381923e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   5.192493817370e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.163785333815e-06   2.163785333815e-06   5.404571145482e-06   8.324069902012e-09   7.230500866745e-06   1.000000000000e+00   6.122693270445e-01   4.811679352663e+04
  2.459337854170e+06   2.190024530645e-06   2.190024530645e-06   5.076937544602e-06   8.125799559846e-09   6.968271922065e-06   1.000000000000e+00   6.122693270445e-01   5.417568638198e+04
  2.459337854170e+06   2.190024530645e-06   2.190024530645e-06   5.076937544602e-06   8.125799559846e-09   6.968271922065e-06   1.000000000000e+00   6.122693270445e-01   5.417568638198e+04
  2.459337854170e+06   2.190024530645e-06   2.190024530645e-06   5.076937544602e-06   6.250614777358e-09   6.968271922065e-06   1.000000000000e+00   6.122693270445e-01   9.155691785653e+04
